"コード","住所1","住所2"
"40815_0187_06","田川郡","大任町今任原下今任"
"40815_0187_07","田川郡","大任町今任原玉川"
"40815_0187_08","田川郡","大任町今任原道善"
"40815_0187_09","田川郡","大任町今任原日豊"
"40815_0187_10","田川郡","大任町今任原富士見ヶ丘"
"40815_0187_11","田川郡","大任町今任原不動"
"40815_0187_12","田川郡","大任町今任原松田"
"40815_0187_13","田川郡","大任町今任原峰"
"40815_0187_14","田川郡","大任町今任原向田"
"40815_0175_00","田川郡","大任町大行事"
"40815_0175_01","田川郡","大任町大行事秋永"
"40815_0175_02","田川郡","大任町大行事安高"
"40815_0175_03","田川郡","大任町大行事梅田"
"40815_0175_04","田川郡","大任町大行事大峰"
"40815_0175_05","田川郡","大任町大行事小林"
"40815_0175_06","田川郡","大任町大行事柿原"
"40815_0175_07","田川郡","大任町大行事柿原町住"
"40815_0175_08","田川郡","大任町大行事上元松"
"40815_0175_09","田川郡","大任町大行事熊本町住"
"40815_0175_10","田川郡","大任町大行事幸神町"
"40815_0175_11","田川郡","大任町大行事椎ノ木"
"40815_0175_12","田川郡","大任町大行事島台"
"40815_0175_13","田川郡","大任町大行事島廻"
"40815_0175_14","田川郡","大任町大行事下伊原"
"40815_0175_15","田川郡","大任町大行事下元松"
"40815_0175_16","田川郡","大任町大行事成光"
"40815_0175_17","田川郡","大任町大行事成光町住"
"40815_0175_18","田川郡","大任町大行事西白土"
"40815_0175_19","田川郡","大任町大行事根床"
"40815_0175_20","田川郡","大任町大行事灰ノ木"
"40815_0175_21","田川郡","大任町大行事万才町"
"40815_0175_22","田川郡","大任町大行事東伊原"
"40815_0175_23","田川郡","大任町大行事東白土"
"40815_0175_24","田川郡","大任町大行事福田"
"40815_0175_25","田川郡","大任町大行事森山"
"40815_0175_26","田川郡","大任町大行事安永"
"40815_0213_00","田川郡","川崎町安眞木"
"40815_0225_00","田川郡","川崎町池尻"
"40815_0225_01","田川郡","川崎町池尻上原"
"40815_0225_02","田川郡","川崎町池尻小倉畔"
"40815_0201_00","田川郡","川崎町川崎"
"40815_0199_00","田川郡","川崎町田原"
"40815_0023_00","田川郡","香春町鏡山"
"40815_0050_00","田川郡","香春町柿下"
"40815_0011_00","田川郡","香春町香春"
"40815_0062_00","田川郡","香春町採銅所"
"40815_0035_00","田川郡","香春町高野"
"40815_0047_00","田川郡","香春町中津原"
"40815_0100_00","田川郡","添田町落合"
"40815_0136_00","田川郡","添田町庄"
"40815_0163_00","田川郡","添田町添田"
"40815_0151_00","田川郡","添田町中元寺"
"40815_0098_00","田川郡","添田町津野"
"40815_0148_00","田川郡","添田町野田"
"40815_0124_00","田川郡","添田町英彦山"
"40815_0112_00","田川郡","添田町桝田"
"40815_0237_00","田川郡","福智町赤池"
"40815_0326_00","田川郡","福智町上野"
"40815_0353_00","田川郡","福智町伊方"
"40815_0314_00","田川郡","福智町市場"
"40815_0338_00","田川郡","福智町金田"
"40815_0340_00","田川郡","福智町神崎"
"40815_0365_00","田川郡","福智町弁城"
